thermal_shipper_temp_reading,room_temp_reading,room_humidity_reading
1.2085446021090556,21.236203565420873,87.69814292571735
3.4204028836199702,38.52142919229749,22.499609679572032
4.491403462221646,31.959818254342153,67.61542827010474
5.697084200257384,27.959754525911098,23.10054684823926
0.5343264835206774,14.680559213273096,74.74395282081763
-1.1723267904737216,14.67983561008608,46.6665120914636
0.8972387887305672,11.742508365045984,26.703575207454637
1.2659312508671634,35.98528437324806,59.76326492512607
1.666234701641237,28.033450352296263,39.60841376209717
4.180887240631495,31.242177333881365,66.1701759310273
-0.4708238619571747,10.617534828874074,66.07223316596532
1.4554076695404232,39.097295564859834,69.3505231884527
-0.09816407370975555,34.97327922401266,89.47255551444313
0.4858187161796361,16.370173320348286,47.06883969631838
1.715799980052034,15.454749016213018,52.572083213957065
-2.706563004669772,15.502135295603015,76.32281907177386
1.0356995632109514,19.127267288786133,60.48590161153197
4.079189306937053,25.742692948967136,22.608004748145973
-2.257986755759261,22.958350559263472,79.01549641818995
0.5671516460492292,18.736874205941255,23.604907735662866
3.1661271914674316,28.355586841671386,31.9574095544249
4.22267566861332,14.184815819561255,27.145597688193103
4.407781166740794,18.764339456056547,25.454899301678413
2.0964837942136185,20.99085529881075,21.797941271329712
5.28954560525001,23.682099526511077,23.851939978065715
2.3275506713763603,33.55527884179041,50.9707432425167
1.2217280964855144,15.990213464750791,37.69965889878297
3.2408474773453504,25.42703315240835,28.857581839317312
2.730971676751827,27.772437065861276,66.10938799085682
0.4344622582119173,11.393512381599932,35.82783374439809
3.159238563748619,28.22634555704315,21.32644087413666
-0.8251482873651435,15.115723710618745,49.28938486371294
1.6351790785474156,11.951547789558386,41.730309438481356
5.131549886991657,38.466566117599996,42.30231019425449
4.830388160611784,38.96896099223678,51.16890197270931
0.03412256558916127,34.25192044349383,66.82397490639943
0.1818196459663205,19.13841307520112,63.15353840265958
0.8808025942668856,12.930163420191516,85.60831268522129
2.588944506720133,30.526990795364707,56.2401666411765
1.7176199237107859,23.20457481218804,53.07989368075505
1.6349639698143223,13.661147045343364,34.93901046518279
1.6538840396297685,24.855307303338105,72.87669021937097
2.0393242443016826,11.031655633456552,29.85430433499993
2.145917206913283,37.27961206236346,54.37930228743389
2.6233015245728493,17.763399448000506,49.49255388712111
-0.1208137959586244,29.87566853061946,66.08106148830822
1.7066447195879277,19.35133228268233,84.23350289696612
-1.0968118244712857,25.602040635334326,86.26169140487558
3.8746683160202475,26.40130838029839,31.74594870142109
1.391058676196943,15.545633665765811,38.32720527870247
1.3534635632077103,39.08753883293676,76.81447239752947
4.5477756854109,33.253984700833435,56.2795833714435
4.347235002089028,38.18496824692568,51.71241978490123
2.1088659726024583,36.844820512829465,69.74378166664941
4.30471967179549,27.936999364332554,62.13474668248802
2.837747304168519,37.6562270506935,87.94998380949342
-0.9866496742548401,12.654775061557585,60.878225660178686
-2.433482247577536,15.879485872574357,52.61816784430773
0.39611184678502853,11.356818667316142,57.9972153454723
2.221348716083897,19.759909922897933,76.59778716878813
1.9376451678122806,21.660318690684463,62.88725397496546
2.910324357618358,18.140470953216877,65.29336639707023
0.18870717524682,34.86212527455788,88.00072160256144
0.7300395387579369,20.70259980080768,63.28768390978201
1.3723927496114767,18.428035290621423,46.61996738341779
1.5702789973959257,26.280882494747456,68.39282189089576
1.2658289590377054,14.22772674924288,66.1621577884118
6.806678719381646,34.06590942262119,20.969334485446733
3.3520407247933353,12.236519310393124,52.71305077500832
4.860354353032848,39.60660809801552,72.00325220176795
3.573710874258869,33.16734307889972,54.93290204047903
-0.6458606669924737,15.961470446025173,74.57347951547726
0.7773210615364976,10.165663513708072,51.56185874993301
1.9876078341346735,34.463842853645026,88.83251183460649
3.298053566847706,31.205720315428515,40.50241124427221
2.4939008960001567,31.87021504122962,26.44858257022515
